ID,Annual.Salary,Job,refid,Applicant,Market,Experience,Hire.Date,2014.Performance,2015.Performance
873,117646,director,,0,'San Fran',1,11/19/2015,4,2
874,113640,director,340,1,'New Orleans',6,12/24/2014,4,0
875,73888,analyst,,0,'San Fran',1,9/17/2013,2,3
876,61563,analyst,514,1,'San Fran',3,4/4/2013,2,0
877,69078,analyst,565,1,'Orlando',6,1/7/2013,1,2
878,84028,sr. analyst,,0,'New Orleans',5,3/2/2014,4,2
879,29757,office worker,,0,'New Orleans',2,1/22/2014,5,4
880,80282,sr. analyst,,0,'New York',4,7/14/2013,1,4
881,79649,analyst,476,1,'San Fran',4,3/1/2013,1,4
882,33010,programmer 1,,0,'San Fran',4,3/11/2013,1,0
883,45925,programmer 1,,0,'San Fran',1,6/1/2013,3,3
884,99925,sr. analyst,,0,'Orlando',5,4/15/2015,3,3
885,112909,director,662,1,'New Orleans',5,4/16/2015,5,2
886,34522,programmer 1,,0,'New York',5,6/15/2013,0,4
887,39415,programmer 1,,0,'Orlando',4,4/1/2015,2,1
888,60721,analyst,,0,'San Fran',1,1/15/2014,3,1
889,105470,director,,0,'San Fran',2,6/22/2014,4,3
890,85395,sr. analyst,916,1,'Orlando',2,8/27/2014,4,3
891,56056,programmer 2,914,1,'New York',1,3/20/2013,5,5
892,71039,analyst,,0,'San Fran',3,7/25/2015,3,1
893,115070,director,,0,'New Orleans',5,4/24/2015,4,0
894,52133,programmer 2,,0,'San Fran',2,2/2/2014,4,2
895,72972,analyst,827,1,'New Orleans',2,1/30/2013,0,3
896,107849,director,866,1,'New Orleans',3,11/11/2014,0,1
897,108148,director,,0,'Orlando',2,4/3/2015,2,5
898,96546,sr. analyst,,0,'San Fran',3,2/9/2015,2,4
899,88796,sr. analyst,370,1,'New Orleans',1,1/27/2015,2,4
900,103673,director,939,1,'New York',1,6/17/2013,1,5
901,28608,office worker,,0,'San Fran',4,7/10/2013,0,1
902,46125,programmer 1,,0,'New York',4,6/17/2015,5,0
903,114618,director,826,1,'Orlando',6,7/30/2014,5,0
904,96607,sr. analyst,,0,'San Fran',4,11/25/2013,4,2
905,39019,programmer 1,,0,'Orlando',1,12/10/2015,5,4
906,26798,office worker,435,1,'Orlando',1,7/19/2015,0,0
907,47824,programmer 1,,0,'Orlando',5,6/29/2015,5,4
908,88224,sr. analyst,487,1,'Orlando',2,12/15/2014,3,5
909,30959,programmer 1,,0,'New Orleans',4,12/22/2013,4,2
910,102565,director,,0,'Orlando',2,12/19/2014,3,2
911,61443,analyst,,0,'San Fran',2,7/11/2013,2,5
912,110313,director,518,1,'San Fran',4,11/19/2014,3,4
913,119518,director,,0,'New York',3,8/19/2014,5,0
914,72638,analyst,834,1,'New Orleans',2,4/9/2013,3,5
915,107862,director,257,1,'San Fran',5,4/12/2014,2,0
916,60305,analyst,,0,'Orlando',2,6/19/2014,1,0
917,56709,programmer 2,315,1,'New York',2,4/23/2014,0,1
918,98317,sr. analyst,343,1,'San Fran',5,8/10/2013,5,4
919,53816,programmer 2,,0,'Orlando',5,10/3/2013,1,4
920,49143,programmer 1,1000,1,'New York',6,4/28/2013,0,0
921,20032,office worker,,0,'New Orleans',2,2/23/2013,4,1
922,95796,sr. analyst,,0,'New York',1,4/4/2013,3,1
923,93514,sr. analyst,645,1,'New Orleans',2,8/12/2015,2,2
924,60612,analyst,953,1,'New Orleans',4,5/3/2015,2,0
925,68323,analyst,,0,'Orlando',4,12/7/2014,4,2
926,31144,programmer 1,154,1,'New York',5,8/28/2014,4,2
927,46762,programmer 1,,0,'Orlando',5,4/2/2015,2,3
928,106061,director,,0,'New Orleans',5,5/25/2013,3,3
929,105724,director,,0,'San Fran',5,4/8/2013,4,3
930,24116,office worker,342,1,'New York',2,2/17/2013,4,5
931,53698,programmer 2,,0,'New Orleans',3,7/26/2015,1,0
932,44555,programmer 1,250,1,'New Orleans',1,10/7/2015,4,5
933,63387,analyst,947,1,'New York',4,1/22/2014,0,1
934,119088,director,718,1,'San Fran',4,7/30/2015,4,2
935,87429,sr. analyst,,0,'Orlando',4,11/6/2014,5,2
936,112056,director,,0,'San Fran',5,8/10/2014,2,1
937,85093,sr. analyst,,0,'New York',6,4/29/2014,4,1
938,98898,sr. analyst,,0,'San Fran',4,6/14/2014,5,2
939,77314,analyst,,0,'New York',5,10/27/2013,0,1
940,107200,director,111,1,'New York',4,12/6/2015,0,1
941,96943,sr. analyst,909,1,'Orlando',5,7/25/2013,2,3
942,104461,director,821,1,'New Orleans',2,9/28/2013,5,4
943,49530,programmer 1,,0,'New York',6,2/16/2015,5,3
944,119118,director,,0,'New Orleans',4,4/3/2013,1,2
945,117258,director,,0,'San Fran',1,12/3/2013,3,5
946,63317,analyst,,0,'Orlando',4,8/1/2015,1,5
947,87038,sr. analyst,,0,'New Orleans',2,9/25/2014,1,2
948,93271,sr. analyst,542,1,'San Fran',1,5/18/2015,1,0
949,24688,office worker,,0,'San Fran',1,12/18/2013,1,5
950,79508,analyst,,0,'New Orleans',1,4/28/2015,2,2
951,45772,programmer 1,136,1,'Orlando',5,7/22/2015,2,3
952,104163,director,,0,'San Fran',5,4/2/2014,1,2
953,107944,director,,0,'Orlando',3,1/3/2013,2,2
954,42304,programmer 1,,0,'New York',4,6/27/2013,1,3
955,46789,programmer 1,,0,'New Orleans',1,6/14/2015,2,2
956,94295,sr. analyst,,0,'New York',5,11/8/2013,1,1
957,88365,sr. analyst,739,1,'San Fran',1,9/29/2015,0,0
958,82448,sr. analyst,,0,'San Fran',6,1/9/2014,1,0
959,106430,director,,0,'Orlando',1,8/24/2015,0,2
960,107859,director,,0,'New York',4,1/8/2013,0,4
961,91208,sr. analyst,670,1,'San Fran',5,2/11/2013,0,5
962,52579,programmer 2,,0,'New York',6,7/5/2015,5,3
963,73840,analyst,,0,'San Fran',1,6/13/2013,0,0
964,68976,analyst,,0,'New Orleans',5,8/6/2014,0,4
965,104679,director,,0,'New York',1,2/21/2013,3,3
966,37326,programmer 1,14,1,'New York',4,3/27/2015,0,3
967,74105,analyst,,0,'San Fran',3,3/19/2013,2,2
968,110486,director,,0,'San Fran',3,5/14/2014,5,3
969,94301,sr. analyst,,0,'New York',2,8/13/2013,3,2
970,20781,office worker,,0,'Orlando',5,4/11/2015,4,5
971,61402,analyst,520,1,'Orlando',4,5/14/2013,2,4
972,67990,analyst,,0,'Orlando',4,2/4/2013,1,1
973,48725,programmer 1,764,1,'New Orleans',4,12/3/2013,0,2
974,48737,programmer 1,,0,'New Orleans',1,3/27/2014,2,1
975,75510,analyst,,0,'Orlando',1,5/25/2014,0,3
976,70518,analyst,827,1,'San Fran',5,7/6/2013,1,4
977,28379,office worker,500,1,'Orlando',3,11/17/2014,5,0
978,27730,office worker,,0,'New Orleans',3,8/15/2015,3,5
979,72583,analyst,,0,'Orlando',3,8/30/2014,5,2
980,100109,director,,0,'New York',5,3/19/2013,2,4
981,73290,analyst,824,1,'Orlando',2,10/15/2015,4,5
982,91605,sr. analyst,731,1,'New York',2,12/24/2013,1,1
983,80962,sr. analyst,,0,'New Orleans',3,3/8/2015,0,2
984,102046,director,606,1,'Orlando',6,12/14/2013,2,1
985,119117,director,695,1,'Orlando',5,7/11/2015,4,1
986,98704,sr. analyst,,0,'Orlando',5,4/3/2014,2,4
987,71735,analyst,,0,'New York',2,2/16/2013,2,5
988,21793,office worker,,0,'New York',1,6/11/2015,4,5
989,106974,director,,0,'New York',6,1/7/2015,0,5
990,65204,analyst,,0,'San Fran',3,1/2/2014,1,4
991,29536,office worker,,0,'San Fran',4,6/19/2013,2,5
992,116382,director,,0,'San Fran',2,6/29/2014,0,2
993,109577,director,927,1,'New Orleans',2,8/24/2014,5,5
994,86157,sr. analyst,,0,'New Orleans',5,5/28/2015,3,3
995,78923,analyst,,0,'San Fran',3,5/27/2013,5,4
996,27182,office worker,,0,'New Orleans',3,7/11/2015,5,1
997,112702,director,467,1,'San Fran',5,7/5/2015,5,0
998,90656,sr. analyst,199,1,'New Orleans',2,10/20/2014,1,0
999,28855,office worker,,0,'New York',5,10/18/2014,0,3
1000,59813,programmer 2,,0,'New York',2,10/26/2015,3,5
